,word,start,end,prob,curse
597,take,216.78,216.92,0.9938502311706543,0
598,it,216.92,217.1,0.9874868392944336,0
599,must,217.1,217.24,0.9174876809120178,0
600,break,217.24,217.54,0.9922642707824707,0
601,it,217.54,217.74,0.7739455103874207,0
602,break,217.74,217.94,0.9791208505630493,0
603,it,217.94,218.14,0.9969214200973511,0
604,off,218.14,218.34,0.8680708408355713,0
605,yeah,218.34,218.56,0.9213879704475403,0
606,when,218.56,218.74,0.9690551161766052,0
607,i,218.74,218.96,0.9839057326316833,0
608,said,218.96,219.22,0.9185895919799805,0
609,its,219.22,220.66,0.8003486394882202,0
610,bitch,220.66,220.68,0.8757323622703552,1
611,bitch,220.68,222.32,0.7016350626945496,1
612,i,222.32,223.3,0.8992147445678711,0
613,wanted,223.3,223.68,0.9366739988327026,0
614,i,223.68,224.0,0.974482536315918,0
615,needed,224.0,224.34,0.9611035585403442,0
616,needed,224.34,224.78,0.9397329688072205,0
617,to,224.78,225.0,0.9858245849609375,0
618,make,225.0,225.24,0.9956886172294617,0
619,me,225.24,225.44,0.9834354519844055,0
620,feel,225.44,225.66,0.9915857315063477,0
621,heated,225.66,225.98,0.9739826917648315,0
622,shake,225.98,226.3,0.9859362840652466,0
623,it,226.3,226.5,0.9877194166183472,0
624,cant,226.5,226.8,0.968322217464447,0
625,take,226.8,226.92,0.9806287288665771,0
626,it,226.92,227.12,0.9939415454864502,0
627,must,227.12,227.28,0.9367737174034119,0
628,break,227.28,227.54,0.9964266419410706,0
629,it,227.54,227.74,0.9118288159370422,0
630,break,227.74,227.96,0.956628143787384,0
631,it,227.96,228.18,0.9953283071517944,0
632,off,228.18,228.32,0.9469982385635376,0
633,yeah,228.32,228.58,0.9629965424537659,0
634,when,228.58,228.76,0.9841974377632141,0
635,i,228.76,229.0,0.9890534281730652,0
636,said,229.0,229.26,0.9823231101036072,0
637,it,229.26,229.5,0.7775375247001648,0
638,yeah,229.5,229.84,0.22568990290164948,0
639,yeah,229.84,230.54,0.6214715838432312,0
640,yeah,230.54,231.4,0.4695746898651123,0
641,yeah,231.4,232.26,0.615993857383728,0
642,yeah,232.26,232.92,0.6087339520454407,0
643,i,232.92,233.34,0.8862282633781433,0
644,wanted,233.34,233.68,0.9054647088050842,0
645,i,233.68,233.96,0.9765631556510925,0
646,needed,233.96,234.34,0.9149921536445618,0
647,needed,234.34,234.76,0.9349406361579895,0
648,to,234.76,234.98,0.9864147305488586,0
649,make,234.98,235.22,0.997128427028656,0
650,me,235.22,235.44,0.9832178354263306,0
651,feel,235.44,235.64,0.9844101667404175,0
652,heated,235.64,235.96,0.971032977104187,0
653,shake,235.96,236.26,6.33602830930613e-05,0
654,it,236.26,236.48,0.8828171491622925,0
655,cant,236.48,236.82,0.49734465777873993,0
656,take,236.82,236.94,0.6098523139953613,0
657,it,236.94,237.12,0.9779689908027649,0
658,must,237.12,237.28,0.6115986108779907,0
659,break,237.28,237.56,0.9717763066291809,0
660,it,237.56,237.74,0.7756321430206299,0
661,break,237.74,237.96,0.6407915949821472,0
662,it,237.96,238.18,0.9911651015281677,0
663,off,238.18,238.36,0.279358446598053,0
664,yeah,238.36,238.58,0.45836082100868225,0
665,when,238.58,238.74,0.20408223569393158,0
666,i,238.74,238.92,0.23171564936637878,0
667,said,238.92,239.24,0.04913617670536041,0
668,it,239.24,239.64,0.14149504899978638,0
669,responsibilitys,244.38,244.9,0.5119794309139252,0
670,cool,244.9,245.1,0.9926407933235168,0
671,but,245.1,245.48,0.8948096632957458,0
672,theres,245.48,245.76,0.9787701070308685,0
673,more,245.76,245.92,0.9987162351608276,0
674,things,245.92,246.3,0.9975547194480896,0
675,in,246.3,246.52,0.9921189546585083,0
676,life,246.52,246.94,0.9912648797035217,0
677,like,246.94,247.52,0.9505669474601746,0
678,getting,247.52,247.84,0.9031588435173035,0
679,your,247.84,248.06,0.9568221569061279,0
680,dick,248.06,248.68,0.9373430013656616,0
681,wrote,248.68,249.2,0.2508194148540497,0
682,all,249.2,249.5,0.5298776030540466,0
683,fking,249.5,249.88,0.2704692718883355,1
684,nuts,249.88,250.2,0.5126839876174927,0
685,on,250.2,250.66,0.13538320362567902,0
686,the,250.66,250.84,0.9404165744781494,0
687,kind,250.84,251.1,0.8826674222946167,0
688,of,251.1,251.28,0.9758155345916748,0
689,girl,251.28,251.5,0.8804447054862976,0
690,that,251.5,251.74,0.9688724279403687,0
691,knows,251.74,252.08,0.985913097858429,0
692,how,252.08,252.36,0.9946282505989075,0
693,to,252.36,252.54,0.9949317574501038,0
694,keep,252.54,252.78,0.9966081380844116,0
695,her,252.78,252.98,0.8908266425132751,0
696,st,252.98,253.26,0.8376256028811137,0
697,tight,253.26,253.66,0.9879046082496643,0
698,legs,253.66,254.52,0.9839805960655212,0
699,in,254.52,254.88,0.9970297813415527,0
700,the,254.88,255.14,0.9958729147911072,0
701,air,255.14,255.4,0.9956784844398499,0
702,looking,255.4,255.76,0.8817733526229858,0
703,like,255.76,256.04,0.9931353330612183,0
704,they,256.04,256.3,0.984176754951477,0
705,feel,256.3,256.5,0.981683611869812,0
706,nice,256.5,256.96,0.9236580729484558,0
707,volcano,256.96,258.1,0.9488892555236816,0
708,pussy,258.1,258.74,0.5936199426651001,1
709,melt,258.74,258.96,0.4234570562839508,0
710,your,258.96,259.24,0.9181420207023621,0
711,feet,259.24,259.42,0.300765722990036,0
712,like,259.42,259.76,0.5561221837997437,0
713,ice,259.76,260.26,0.9815845489501953,0
714,and,260.26,260.72,0.9750946760177612,0
715,the,260.72,260.96,0.9876828789710999,0
716,drugs,260.96,261.18,0.901678204536438,0
717,got,261.18,261.48,0.9872637391090393,0
718,you,261.48,261.7,0.9589711427688599,0
719,going,261.7,262.04,0.9842727184295654,0
720,back,262.04,262.3,0.975064754486084,0
721,for,262.3,262.54,0.9671422839164734,0
722,more,262.54,262.74,0.9692933559417725,0
723,cuz,262.74,262.96,0.5544263273477554,0
724,your,262.96,263.2,0.4600740671157837,0
725,luck,263.2,263.44,0.2967962920665741,0
726,i,263.44,263.92,0.8220204710960388,0
727,just,263.92,264.2,0.9956077933311462,0
728,cant,264.2,264.52,0.9960338175296783,0
729,get,264.52,264.68,0.9957777261734009,0
730,enough,264.68,265.06,0.058574747294187546,0
731,for,265.06,265.46,0.7158179879188538,0
732,that,265.46,265.66,0.9416901469230652,0
733,complex,265.66,266.08,0.8286539316177368,0
734,when,266.08,266.34,0.27100855112075806,0
735,i,266.34,266.52,0.7388647198677063,0
736,run,266.52,266.82,0.19859230518341064,0
737,its,266.82,267.16,0.695691704750061,0
738,time,267.16,267.3,0.9623236656188965,0
739,to,267.3,267.5,0.980309247970581,0
740,find,267.5,267.78,0.8179663419723511,0
741,one,267.78,267.96,0.6181395053863525,0
742,and,267.96,268.2,0.8090528845787048,0
743,take,268.2,268.42,0.9724557995796204,0
744,one,268.42,268.66,0.9411545991897583,0
745,right,268.66,268.96,0.6928322315216064,0
746,now,268.96,269.34,0.9778443574905396,0
747,its,269.34,269.66,0.8459319770336151,0
748,time,269.66,269.82,0.9919479489326477,0
749,to,269.82,270.0,0.9776740074157715,0
750,find,270.0,270.36,0.9431180953979492,0
751,one,270.36,270.66,0.9805630445480347,0
752,and,270.66,270.88,0.8962498307228088,0
753,make,270.88,271.14,0.9957013726234436,0
754,one,271.14,271.4,0.9848679900169373,0
755,say,271.4,271.76,0.25909867882728577,0
756,im,271.76,272.38,0.8987613022327423,0
757,damn,272.38,272.72,0.5221952795982361,0
758,think,272.72,272.98,0.47209060192108154,0
759,i,272.98,273.16,0.9031462073326111,0
760,just,273.16,273.34,0.751137912273407,0
761,found,273.34,273.62,0.9215128421783447,0
762,one,273.62,273.76,0.9856101870536804,0
763,bounce,273.76,274.04,0.04735274985432625,0
764,a,274.04,274.2,0.33213913440704346,0
765,break,274.2,274.48,0.8757660388946533,0
766,one,274.48,274.82,0.40037357807159424,0
767,off,274.82,275.24,0.5648258924484253,0
768,meanwhile,275.24,276.06,0.9193438291549683,0
769,hallucinating,276.06,277.44,0.9791483581066132,0
770,crazy,277.44,277.92,0.9867966175079346,0
771,getting,277.92,278.34,0.9481909275054932,0
772,lost,278.34,278.74,0.9770539402961731,0
773,from,278.74,279.0,0.6824976801872253,0
774,bars,279.0,279.56,0.5087564587593079,0
775,may,279.56,279.84,0.981934666633606,0
776,have,279.84,280.06,0.9979561567306519,0
777,gotten,280.06,280.36,0.9907842874526978,0
778,too,280.36,280.62,0.9410505890846252,0
779,fked,280.62,280.92,0.32765471190214157,0
780,up,280.92,281.08,0.9941951632499695,0
781,cuz,281.08,281.28,0.72868213057518,0
782,i,281.28,281.5,0.9688289165496826,0
783,forgot,281.5,281.86,0.8882190585136414,0
784,how,281.86,282.1,0.8736546039581299,0
785,to,282.1,282.24,0.9862000942230225,0
786,smile,282.24,282.86,0.9975664615631104,0
787,gonna,282.86,283.66,0.8133407831192017,0
788,have,283.66,283.98,0.9862402081489563,0
789,to,283.98,284.2,0.9990379810333252,0
790,do,284.2,284.4,0.9986706972122192,0
791,the,284.4,284.6,0.48392975330352783,0
792,shit,284.6,284.86,0.6784949898719788,1
793,jim,284.86,285.08,0.2991350293159485,0
794,morrison,285.08,285.48,0.9043251872062683,0
795,style,285.48,286.18,0.9751929640769958,0
796,will,286.18,286.52,0.7193396687507629,0
797,it,286.52,286.7,0.9956651329994202,0
798,work,286.7,286.94,0.9910156726837158,0
799,probably,286.94,287.52,0.7421748638153076,0
800,not,287.52,287.88,0.9961540102958679,0
801,but,287.88,288.28,0.9844340682029724,0
802,its,288.28,288.58,0.9975804686546326,0
803,worth,288.58,288.78,0.9856435060501099,0
804,the,288.78,289.12,0.5490924119949341,0
805,trial,289.12,289.68,0.2602223753929138,0
806,first,289.68,290.14,0.005360833369195461,0
807,when,290.14,290.64,0.05434408038854599,0
808,i,290.64,290.9,0.9368510246276855,0
809,see,290.9,291.3,0.9407670497894287,0
810,what,291.3,291.8,0.5506485104560852,0
811,sex,291.8,292.14,0.5012619495391846,0
812,in,292.14,292.42,0.6519249677658081,0
813,her,292.42,292.58,0.7320447564125061,0
814,eyes,292.58,292.94,0.9429624676704407,0
815,will,292.94,293.1,0.8097634315490723,0
816,be,293.1,293.3,0.9535467028617859,0
817,the,293.3,293.52,0.6198090314865112,0
818,hot,293.52,293.8,0.509070634841919,0
819,one,293.8,294.02,0.6777135133743286,0
820,i,294.02,294.24,0.9356353282928467,0
821,need,294.24,294.46,0.9943265318870544,0
822,to,294.46,294.68,0.9953328967094421,0
823,take,294.68,294.9,0.9951580166816711,0
824,home,294.9,295.12,0.9744119048118591,0
825,with,295.12,295.36,0.9906744360923767,0
826,me,295.36,295.7,0.9790523648262024,0
827,tonight,295.7,296.18,0.9464255571365356,0
828,wish,296.18,296.52,0.5440361499786377,0
829,me,296.52,296.76,0.9899881482124329,0
830,luck,296.76,297.06,0.9877711534500122,0
831,give,297.06,297.36,0.5488060712814331,0
832,me,297.36,297.58,0.9923140406608582,0
833,death,297.58,297.86,0.6769937872886658,0
834,and,297.86,298.22,0.9826344847679138,0
835,ill,298.22,298.46,0.9799581170082092,0
836,talk,298.46,298.64,0.993848979473114,0
837,to,298.64,298.84,0.9976440072059631,0
838,you,298.84,299.02,0.9957982897758484,0
839,later,299.02,299.36,0.9455556869506836,0
840,and,299.36,299.7,0.9547975659370422,0
841,when,299.7,299.84,0.9908170700073242,0
842,i,299.84,300.06,0.9800035357475281,0
843,do,300.06,300.24,0.9466491341590881,0
844,that,300.24,300.46,0.4998891055583954,0
845,my,300.46,300.76,0.5069961547851562,0
846,story,300.76,301.24,0.9964115023612976,0
847,isnt,301.24,301.78,0.921038955450058,0
848,all,301.78,301.98,0.9952404499053955,0
849,about,301.98,302.36,0.9981445074081421,0
850,it,302.36,302.74,0.13220393657684326,0
851,wheres,302.74,303.34,0.5099457055330276,0
852,it,303.34,303.5,0.3959245979785919,0
853,like,303.5,304.22,0.304461270570755,0
854,man,304.22,305.42,0.9566103219985962,0
855,got,305.42,305.68,0.8457437753677368,0
856,the,305.68,305.88,0.9480692744255066,0
857,truck,305.88,306.16,0.17869974672794342,0
858,anita,306.16,306.56,0.00013576906349044293,0
859,howard,306.56,307.02,0.22358667850494385,0
860,thatll,307.02,307.5,0.5862828493118286,0
861,make,307.5,307.7,0.9875211715698242,0
862,me,307.7,307.92,0.983521580696106,0
863,go,307.92,308.16,0.9843114018440247,0
864,damn,308.16,308.74,0.28815561532974243,0
865,what,308.74,309.06,0.37078994512557983,0
866,the,309.06,309.28,0.6596974730491638,0
867,most,309.28,309.6,0.641445517539978,0
868,banging,309.6,310.02,0.5882234573364258,0
869,just,310.02,310.42,0.1639956384897232,0
870,that,310.42,310.72,0.616172730922699,0
871,i,310.72,310.92,0.9725587368011475,0
872,ever,310.92,311.22,0.9664410948753357,0
873,have,311.22,311.46,0.6879891157150269,0
874,smashed,311.46,311.94,0.6797817945480347,0
875,you,311.94,312.22,0.363589346408844,0
876,got,312.22,312.56,0.6171067953109741,0
877,it,312.56,312.76,0.8227357268333435,0
878,push,312.76,313.0,0.055435068905353546,0
879,it,313.0,313.2,0.887711763381958,0
880,up,313.2,313.4,0.7103378176689148,0
881,on,313.4,313.6,0.8473045229911804,0
882,me,313.6,313.8,0.8130224347114563,0
883,cuz,313.8,314.0,0.7423602789640427,0
884,im,314.0,314.26,0.9412265419960022,0
885,feeling,314.26,314.58,0.8429864645004272,0
886,that,314.58,314.88,0.9170737862586975,0
887,know,314.88,315.42,0.32979878783226013,0
888,what,315.42,315.66,0.9569369554519653,0
889,i,315.66,315.86,0.947785496711731,0
890,mean,315.86,316.14,0.9016125798225403,0
891,wheres,316.14,316.64,0.5278429836034775,0
892,it,316.64,316.76,0.7666794061660767,0
893,at,316.76,317.14,0.863914430141449,0
894,i,317.14,321.2,0.411537766456604,0
895,wanted,321.2,323.68,0.10478580743074417,0
896,i,323.68,324.0,0.955432653427124,0
897,need,324.0,324.26,0.522693395614624,0
898,it,324.26,324.48,0.981982946395874,0
899,needed,324.48,324.7,0.9190462231636047,0
900,to,324.7,325.0,0.9940065145492554,0
901,make,325.0,325.22,0.9937612414360046,0
902,me,325.22,325.42,0.954377293586731,0
903,to,325.42,325.62,0.14009959995746613,0
904,leave,325.62,325.86,0.39499953389167786,0
905,it,325.86,326.06,0.759088397026062,0
906,shake,326.06,326.32,0.6165019869804382,0
907,it,326.32,326.5,0.8636038303375244,0
908,cant,326.5,326.8,0.8253189921379089,0
909,take,326.8,326.94,0.8710128664970398,0
910,it,326.94,327.12,0.9964002370834351,0
911,must,327.12,327.26,0.6459414958953857,0
912,break,327.26,327.54,0.9754313230514526,0
913,it,327.54,327.74,0.6034887433052063,0
914,break,327.74,327.94,0.903461754322052,0
915,it,327.94,328.16,0.9911751747131348,0
916,off,328.16,328.34,0.8356773853302002,0
917,there,328.34,328.6,0.42649176716804504,0
918,when,328.6,328.78,0.8252758383750916,0
919,i,328.78,328.92,0.9888244271278381,0
920,said,328.92,329.26,0.7490742206573486,0
921,bitch,329.26,329.94,0.5360879898071289,1
922,bitch,329.94,330.88,0.382856547832489,1
923,bitch,330.88,332.4,0.5774521827697754,1
924,i,332.4,333.36,0.8773923516273499,0
925,wanted,333.36,333.68,0.8440962433815002,0
926,i,333.68,333.98,0.9783275723457336,0
927,needed,333.98,334.26,0.01099925022572279,0
928,needed,334.26,334.66,0.493656724691391,0
929,to,334.66,334.98,0.7024459838867188,0
930,make,334.98,335.2,0.9805951118469238,0
931,me,335.2,335.42,0.782627284526825,0
932,feel,335.42,335.66,0.5181645154953003,0
933,heated,335.66,335.98,0.4444200396537781,0
934,second,335.98,336.36,0.5085450410842896,0
935,cant,336.36,336.76,0.40417246520519257,0
936,take,336.76,336.94,0.9768139719963074,0
937,it,336.94,337.08,0.9666229486465454,0
938,must,337.08,337.24,0.6704508066177368,0
939,break,337.24,337.52,0.9777855277061462,0
940,it,337.52,337.72,0.6059029698371887,0
941,break,337.72,337.94,0.879402220249176,0
942,it,337.94,338.14,0.9903988838195801,0
943,up,338.14,338.36,0.27581027150154114,0
944,there,338.36,338.58,0.10891498625278473,0
945,when,338.58,338.74,0.7616152763366699,0
946,i,338.74,338.96,0.9112355709075928,0
947,said,338.96,339.22,0.7071298956871033,0
948,it,339.22,339.94,0.5413787364959717,0
949,yes,339.94,340.64,0.42085641622543335,0
950,yes,340.64,342.14,0.47100338339805603,0
951,i,342.14,343.28,0.8930987119674683,0
952,wanted,343.28,343.66,0.6155624389648438,0
953,i,343.66,343.98,0.9362908601760864,0
954,needed,343.98,344.34,0.8163489699363708,0
955,needed,344.34,344.76,0.9430315494537354,0
956,to,344.76,345.02,0.9432535171508789,0
957,make,345.02,345.24,0.9857680201530457,0
958,me,345.24,345.46,0.9052308797836304,0
959,defeated,345.46,345.94,0.036526985466480255,0
960,second,345.94,346.38,0.9223154187202454,0
961,cant,346.38,346.8,0.7475180625915527,0
962,take,346.8,346.94,0.9439714550971985,0
963,it,346.94,347.1,0.9760733842849731,0
964,must,347.1,347.26,0.4576391577720642,0
965,break,347.26,347.54,0.9852332472801208,0
966,it,347.54,347.72,0.6496124267578125,0
967,break,347.72,347.94,0.9720315337181091,0
968,it,347.94,348.14,0.9884804487228394,0
969,up,348.14,348.38,0.6669483184814453,0
970,there,348.38,348.62,0.6985505223274231,0
971,when,348.62,348.76,0.8381089568138123,0
972,i,348.76,348.96,0.9921572208404541,0
973,said,348.96,349.42,0.9610456228256226,0
974,yes,349.42,349.88,0.8207745552062988,0
975,yes,349.88,350.64,0.5860981345176697,0
976,yes,350.64,351.86,0.9251220226287842,0
977,yes,351.86,352.62,0.9359617829322815,0
978,yes,352.62,353.06,0.6438391804695129,0
979,i,353.06,353.36,0.9655838012695312,0
980,wanted,353.36,353.7,0.9243178963661194,0
981,i,353.7,354.02,0.9570242166519165,0
982,needed,354.02,354.36,0.9042721390724182,0
983,needed,354.36,354.8,0.8593730926513672,0
984,to,354.8,355.0,0.9775042533874512,0
985,make,355.0,355.22,0.9925335645675659,0
986,me,355.22,355.44,0.9567174911499023,0
987,to,355.44,355.64,0.17957016825675964,0
988,leave,355.64,355.88,0.14179761707782745,0
989,it,355.88,356.08,0.9084138870239258,0
990,second,356.08,356.38,0.7289748191833496,0
991,cant,356.38,356.82,0.8721865713596344,0
992,take,356.82,356.94,0.9233548045158386,0
993,it,356.94,357.12,0.14788642525672913,0
994,must,357.12,357.26,0.7762597799301147,0
995,break,357.26,357.58,0.9749729633331299,0
996,it,357.58,357.74,0.5527718663215637,0
997,break,357.74,357.92,0.1889462023973465,0
998,it,357.92,358.16,0.9855684638023376,0
999,off,358.16,358.36,0.678666353225708,0
1000,there,358.36,358.58,0.1577323079109192,0
1001,when,358.58,358.72,0.6349109411239624,0
1002,i,358.72,358.9,0.41252458095550537,0
1003,said,358.9,359.22,0.04744146019220352,0
1004,it,359.22,359.78,0.14087288081645966,0
1005,yes,359.78,360.7,0.24925464391708374,0
1006,i,360.7,363.36,0.42019903659820557,0
1007,wanted,363.36,363.68,0.06929169595241547,0
1008,i,363.68,364.02,0.9594351053237915,0
1009,needed,364.02,364.38,0.8088473677635193,0
1010,needed,364.38,364.74,0.9430505037307739,0
1011,to,364.74,365.02,0.9519889950752258,0
1012,make,365.02,365.26,0.9268962144851685,0
1013,me,365.26,365.46,0.9556372761726379,0
1014,feel,365.46,365.64,0.3254241347312927,0
1015,heated,365.64,365.98,0.6441606283187866,0
1016,shaking,365.98,366.38,0.46115604043006897,0
1017,cant,366.38,366.82,0.8232447803020477,0
1018,take,366.82,366.94,0.9917134046554565,0
1019,it,366.94,367.12,0.9961861968040466,0
1020,must,367.12,367.28,0.7920038104057312,0
1021,break,367.28,367.56,0.9903488159179688,0
1022,it,367.56,367.74,0.6989943981170654,0
1023,break,367.74,367.94,0.899875819683075,0
1024,it,367.94,368.16,0.9974563717842102,0
1025,off,368.16,368.38,0.9330458045005798,0
1026,there,368.38,368.58,0.9474368691444397,0
1027,when,368.58,368.78,0.9484595656394958,0
1028,i,368.78,369.0,0.9905725121498108,0
1029,say,369.0,369.22,0.6663382053375244,0
1030,bitch,369.22,369.58,0.5279510021209717,1
