,explicit_line,explicit_phrase,explicit_label
1107,and i get mo' ass than a toilet seat,[],0
1108,three to the one from the one to the three,[],0
1109,i met a bad bitch last night in the d,['bitch'],1
1110,let me tell you how i made her leave with me,[],0
1111,conversation and hennessy,[],0
1112,i've been to the motherfucking mountaintop,['motherfucking'],1
1113,heard motherfuckers talk seen 'em drop,['motherfuckers'],1
1114,if i ain't got a weapon i'ma pick up a rock,[],0
1115,and when i bust yo' ass i'm gon' continue to rock,[],0
1116,get your ass off the wall with your two left feet,[],0
1117,it's real easy just follow the beat,[],0
1118,don't let that fine girl pass you by,[],0
1119,look real close 'cause strobe lights lie,[],0
1120,we 'bout to have a party turn the music up,[],0
1121,let's get it started go 'head and shake your butt,[],0
1122,i'm looking fo' a girl with a body and a sexy strut,[],0
1123,wanna get it poppin' baby step right up,[],0
1124,some girls they act retarded,[],0
1125,some girls are 'bout it 'bout it,[],0
1126,i'm looking fo' a girl that will do whatever the fuck,['fuck'],1
1127,i say every day she be giving it up,[],0
1128,now shake that ass for me,[],0
1129,shake that ass for me come on girl,[],0
1130,shake that ass for me,[],0
1131,shake that ass for me ah girl,[],0
1136,i'm a menace a dentist an oral hygienist,[],0
1137,open your mouth for about four or five minutes,[],0
1138,take a little bit of this fluoride rininse,[],0
1139,swish but don't spit it swallow it and now finish yeah,[],0
1140,me and nate dodoubleg,[],0
1141,looking for a couple bitches with some double d's,['bitches'],1
1142,pop a little champagne and a couple e's,[],0
1143,slip it in her bubbly we finna finna have a,[],0
1146,i'm looking fo' a girl i can fuck in my hummer truck,['fuck'],1
1147,apple bottom jeans and a big ol' butt,[],0
1148,some girls they act retarded man i told you,[],0
1150,i want a bitch to sit at the crib with no panties on,['bitch'],1
1151,knows that she can but she won't say no,[],0
1152,now look at this lady all in front of me,[],0
1153,sexy as can be,[],0
1154,tonight i want a slut would you be mine,"['want', 'tonight', 'slut']",1
1155,heard you was freaky from a friend of mine,[],0
1156,now i hope you don't get mad at me,[],0
1157,but i told nate you was a freak,[],0
1158,he said he wants a slut hope you don't mind,"['said', 'wants', 'slut']",1
1159,i told him how you like it from behind,['behind'],1
1180,god,[],0
1181,and i ain't leaving without you bitch,['bitch'],1
1182,coming home with me,[],0
1183,and my boy,[],0
1184,and his boy,[],0
1186,and his girl,[],0
1187,haha nate dogg,[],0
1188,okay i'm going to attempt to drown myself,"['drown', 'attempt', 'going']",1
1189,you can try this at home,[],0
1190,you can be just like me,[],0
1191,mic check on two we recordin',[],0
1192,i'm cancerous so when i diss you wouldn't wanna answer this,[],0
1193,if you responded back with a battle rap you wrote for canibus,[],0
1194,i'll strangle you to death then i'll choke you again,"['death', 'choke', ""i'll"", 'again', 'strangle']",1
1195,and break your fucking legs 'til your bones poke through your skin,"['fucking', 'bones', 'skin', 'poke', 'break', 'legs', ""'til""]",1
1196,you beef with me i'ma even the score equally,[],0
1197,take you on jerry springer and beat your ass legally,[],0
1198,i get too blunted off of funny homegrown,"['homegrown', 'blunted']",1
1199,'cause when i smoke out i hit the trees harder than sonny bono oh no,"['sonny', 'smoke', ""'cause"", 'trees']",1
1200,so if i said i never did drugs,['drugs'],1
1201,that would mean i lie and get fucked more than the president does,['fucked'],1
1202,hillary clinton tried to slap me and call me a pervert,[],0
1203,i ripped her fucking tonsils out and fed her sherbet bitch,"['ripped', 'bitch', 'fucking']",1
1204,my nerves hurt and lately i'm on edge,[],0
1205,grabbed vanilla ice and ripped out his blond dreads come here motherfucker,"['motherfucker', 'come']",1
1206,every girl i ever went out with has gone les',[],0
1207,follow me and do exactly what the song says,[],0
1208,smoke weed take pills drop out of school kill people,"['drop', 'weed', 'kill', 'pills', 'take', 'smoke']",1
1209,and drink jump behind the wheel like it was still legal,"['wheel', 'legal', 'like', 'drink', 'still', 'jump', 'behind']",1
1210,i'm dumb enough to walk in a store and steal,[],0
1211,so i'm dumb enough to ask for a date with lauryn hill,[],0
1212,some people only see that i'm white ignoring skill,[],0
1213,'cause i stand out like a green hat with an orange bill,[],0
1214,but i don't get pissed y'all don't even see through the mist,[],0
1215,how the fuck can i be white i don't even exist,['fuck'],1
1216,i get a clean shave bathe go to a rave,[],0
1217,die from an overdose and dig myself up out of my grave,"['overdose', 'die']",1
1218,my middle finger won't go down how do i wave,[],0
1219,and this is how i'm supposed to teach kids how to behave,[],0
1220,now follow me and do exactly what you see,[],0
1221,don't you wanna grow up to be just like me,[],0
1222,i slap women and eat shrooms then od,['shrooms'],1
1223,now don't you want to grow up to be just like me,[],0
1224,me and marcus allen went over to see nicole,[],0
1225,when we heard a knock at the door must've been ron gold,[],0
1226,jumped behind the door put the orgy on hold,['orgy'],1
1227,killed them both then smeared blood on the white bronco we did it,['killed'],1
1228,my mind won't work if my spine don't jerk,[],0
1229,i slapped garth brooks out of his rhinestone shirt,[],0
1230,i'm not a player just an ill rhyme sayer,[],0
1231,that'll spray an aerosol can up at the ozone layer,[],0
1232,my rap style's warped i'm running out the morgue,[],0
1233,with your dead grandmother's corpse to throw it on your porch,[],0
1234,jumped in a chickenhawk cartoon with a cape on,[],0
1235,and beat up foghorn leghorn with an acorn,[],0
1236,i'm 'bout as normal as norman bates with deformative traits,[],0
1237,a premature birth that was four minutes late,[],0
1238,mother are you there i love you,[],0
1239,i never meant to hit you over the head with that shovel that shovel,[],0
1240,will someone please explain to my brain,[],0
1241,that i just severed the main vein with a chainsaw and i'm in pain,"['pain', 'chainsaw', ""i'm""]",1
1242,i take a breather and sigh either i'm high or i'm nuts,"['nuts', 'sigh', 'either', 'breather', 'take', 'high']",1
1243,'cause if you ain't tilting this room neither am i,[],0
1245,so when you see your mom with a thermometer shoved in her ass,[],0
1246,then it probably is obvious i got it on with her,[],0
1247,'cause when i drop this solo shit it's over with,"['shit', ""'cause""]",1
1248,i bought cage's tape opened it and dubbed over it,[],0
1249,i came to the club drunk with a fake id,[],0
1251,i've been with ten women who got hiv,[],0
1252,now don't you wanna grow up to be just like me,[],0
1253,i got genital warts and it burns when i pee,[],0
1255,i tie a rope around my penis and jump from a tree,[],0
1256,you probably wanna grow up to be just like me,[],0
1257,intro mark avery,[],0
1258,eddie,[],0
1260,meet eddie twentythree years old,[],0
1261,fed up with life and the way things are going,[],0
1262,damn i'm going fucking insane,"['fucking', 'damn', 'insane', 'going', ""i'm""]",1
1263,he decides to rob a liquor store,"['store', 'rob', 'decides', 'liquor']",1
1264,i gotta take this shit i can't take it no more holmes,"['more', 'shit', 'holmes', 'gotta', ""can't"", 'take']",1
1265,but on his way in he has a sudden change of heart,[],0
1266,shit is mine,"['shit', 'mine']",1
1267,and suddenly i gotta do this,[],0
1268,his conscience comes into play i gotta do this,[],0
1269,alright stop huh,[],0
1270,now before you walk in the door of this liquor store,[],0
1271,and try to get money out the drawer,"['money', 'try', 'get', 'drawer']",1
1272,you better think of the consequence who are you,[],0
1273,i'm your motherfucking conscience,"[""i'm"", 'conscience', 'motherfucking']",1
1274,that's nonsense,[],0
1275,go in gaffle the money and run to one of your aunt's cribs,"['gaffle', 'one', 'run', ""aunt's"", 'cribs', 'money', 'go']",1
1276,and borrow her damn dress and one of her blond wigs,"['blond', 'damn', 'borrow', 'one', 'dress', 'wigs']",1
1277,can i borrow this,[],0
1278,tell her you need a place to stay you'll be safe for days,[],0
1279,if you shave your legs with renee's razor blades,[],0
1280,yeah but if it all goes through like it's supposed to,[],0
1281,the whole neighborhood knows you and they'll expose you,[],0
1282,think about it before you walk in the door first,[],0
1283,look at the store clerk she's older than george burns,[],0
1284,fuck that do that shit shoot that bitch,"['fuck', 'bitch', 'shoot']",1
1285,can you afford to blow this shit are you that rich,['shit'],1
1286,why you give a fuck if she dies are you that bitch,"['give', 'fuck', 'bitch', 'dies']",1
1287,do you really think she gives a fuck if you have kids,[],0
1288,man don't do it it's not worth it to risk it you're right,[],0
1289,not over this shit stop,['shit'],1
1290,drop the biscuit i will,[],0
1291,don't even listen to slim yo he's bad for you,[],0
1292,you know what dre i don't like your attitude,[],0
1293,skit stan,[],0
1294,girl,[],0
1296,come on just come in here for a minute,[],0
1297,i don't know,[],0
1298,look look look,[],0
1300,look it's gonna be alright alright,[],0
1301,ookay,[],0
1302,look give me a kiss pull your pants off come on,"['look', 'pants', 'give', 'kiss', 'pull', 'come']",1
1303,meet stan twentyone years old,[],0
1304,after meeting a young girl at a rave party,"['after', 'party', 'meeting', 'young', 'rave', 'girl']",1
1305,things start getting hot and heavy in an upstairs bedroom,"['bedroom', 'upstairs', 'getting', 'hot', 'things', 'heavy', 'start']",1
1306,once again his conscience comes into play,[],0
1307,verse 2 eminem,[],0
1308,dr dre,[],0
1310,now listen to me while you're kissing her cheek,[],0
1311,and smearing her lipstick slip this in her drink,[],0
1312,now all you gotta do is nibble on this little bitch's earlobe,"[""bitch's""]",1
1313,yo this girl's only fifteen years old,[],0
1314,you shouldn't take advantage of her it's not fair,[],0
1315,yo look at her bush does it got hair uhhuh,"['uhhuh', 'bush', 'look', 'got', 'hair']",1
1316,fuck this bitch right here on the spot bare,"['spot', 'right', 'fuck', 'bitch', 'bare']",1
1317,'til she passes out and she forgot how she got there,"['passes', ""'til"", 'forgot', 'got']",1
1318,man ain't you ever seen that one movie kids,[],0
1319,no but i seen the porno with son doobiest,"['doobiest', 'porno', 'seen', 'son']",1
1320,shit you wanna get hauled off to jail,"['shit', 'get', 'jail', 'wanna', 'hauled']",1
1321,man fuck that hit that shit raw dog then bail,"['hit', 'fuck', 'shit', 'bail', 'man', 'raw', 'dog']",1
1322,interlude the isley brothers,[],0
1323,mark avery,[],0
1324,grady,[],0
1325,grady's wife,[],0
1327,here i lay,[],0
1328,man it feels good to be home,[],0
1329,meet grady a twentynineyearold construction worker,[],0
1330,after coming home from a hard day's work,[],0
1331,he walks in the door of his trailer park home,[],0
1332,to find his wife in bed with another man,"['wife', 'another', 'bed', 'man', 'find']",1
1333,what the fuck,['fuck'],1
1335,alright calm down relax start breathing,[],0
1336,fuck that shit you just caught this bitch cheating,"['bitch', 'fuck', 'shit']",1
1337,while you at work she's with some dude tryna get off,[],0
1338,fuck slitting her throat cut this bitch's head off,"['fuck', ""bitch's"", 'throat', 'slitting']",1
1339,wait what if there's an explanation for this shit,['shit'],1
1340,what she tripped fell landed on his dick,[],0
1341,tsh alright shady maybe he's right grady,[],0
1342,but think about the baby before you get all crazy,[],0
1343,okay thought about it still wanna stab her,['stab'],1
1344,grab her by the throat get your daughter and kidnap her,"['grab', 'throat']",1
1345,that's what i did be smart don't be a retard,[],0
1346,you gonna take advice from somebody who slapped dee barnes,[],0
1347,what you say,[],0
1348,what's wrong didn't think i'd remember,[],0
1349,i'ma kill you motherfucker,"['kill', 'motherfucker', ""i'ma""]",1
1350,uhuh temper temper,[],0
1351,mr dre mr nwa mr ak,[],0
1352,coming straight outta compton y'all better make way,[],0
1353,how in the fuck you gonna tell this man not to be violent,['fuck'],1
1354,'cause he don't need to go the same route that i went,[],0
1355,been there done that,[],0
1356,aw fuck it what am i sayin',[],0
1357,shoot 'em both grady where's your gun at,['shoot'],1
1358,woah aget yo' hands in the air,[],0
1359,and get to clapping 'em and like back and forth,[],0
1360,becausea this is what you thought it wasn't,[],0
1361,it be's the brothers representing the dirty dozen,[],0
1362,i be the fro the double g,[],0
1363,and check out my man he goes by the name of er uh,[],0
1365,slim shady brain dead like jim brady,[],0
1366,i'm a m80 you little like that kim lady,[],0
1367,i'm buzzin' dirty dozen naughty rotten rhymer,[],0
1368,cursing at you players worse than marty schottenheimer,[],0
1369,you wacker than the motherfucker you bit yo' style from,"[""yo'"", 'motherfucker']",1
1370,you ain't gon' sell two copies if you press a double album,[],0
1371,admit it fuck it while we coming out in the open,['fuck'],1
1372,i'm doing acid crack smack coke and smoking dope then,[],0
1373,my name is marshall mathers i'm an alcoholic,[],0
1374,hi marshall,[],0
1376,i have a disease and they don't know what to call it,[],0
1377,better hide your wallet 'cause i'm coming up quick to strip yo' cash,[],0
1378,bought a ticket to yo' concert just to come and whip yo' ass,"[""yo'"", 'ass']",1
1379,bitch i'm coming out swinging so fast it'll make yo' eyes spin,"[""yo'"", 'bitch', 'swinging']",1
1380,you getting knocked the fuck out like mike tyson pssh,"['pssh', 'fuck']",1
1381,the proof is in the puddin' just ask deshaun holton,[],0
1382,i'll slit yo' motherfucking throat worse than ron goldman,"[""yo'"", 'motherfucking']",1
1383,so when you see me on yo' block with two glocks,[],0
1384,screamin' fuck the world like 2pac,"['fuck', ""screamin'""]",1
1385,i just don't give a fuck,['fuck'],1
1386,talking that shit behind my back dirty macking,['shit'],1
1387,telling your boys that i'm on crack,[],0
1389,so put my tape back on the rack,[],0
1390,go run and tell your friends my shit is wack,['shit'],1
1392,but see me on the street and duck,[],0
1393,'cause you gon' get stuck stole and snuffed,[],0
1394,'cause i just don't give a fuck,"['fuck', ""'cause""]",1
1395,i'm nicer than pete but i'm on a search to crush a milkbone,[],0
1396,i'm everlastin' i melt vanilla ice like silicone,[],0
1397,i'm ill enough to just straight up diss you for no reason,[],0
1398,i'm colder than snow season when it's twenty below freezing,[],0
1399,flavor with no seasoning this is the sneak preview,[],0
1400,i'll diss yo' magazine and still won't get a weak review,[],0
1401,i'll make yo' freak leave you smell the folgers crystals,[],0
1402,this is lyrical combat gentlemen hold your pistols,[],0
1403,while i form like voltron and blast you with my shoulder missiles,[],0
1404,slim shady mm was the old initials byebye,[],0
1405,extortion snortin' supporting abortion,[],0
1406,pathological liar blowing shit outta proportion,"['shit', 'outta']",1
1407,the looniest zaniest spontaneous sporadic,[],0
1408,impulsive thinker compulsive drinker addict,[],0
1409,half animal half man,[],0
1410,dumping yo' dead body inside of a fucking trash can,"[""yo'"", 'fucking']",1
1411,with more holes than an afghan,[],0
1422,'cause you finna get stuck stole and snuffed,"[""'cause"", 'finna', 'stole']",1
1424,somebody let me out this limousine hey let me out,[],0
1425,i'm a caged demon,[],0
1426,on stage screaming like rage against the machine,[],0
1427,i'm convinced i'm a fiend,[],0
1428,shooting up while this record is spinning,"['shooting', 'spinning', 'record']",1
1429,clinically braindead i don't need a second opinion,[],0
1430,fuck dropping a jewel i'm flipping a sacred treasure,"['fuck', 'jewel', 'sacred', 'flipping', 'treasure', 'dropping']",1
1431,i'll bite yo' motherfucking style just to make it fresher,"[""yo'"", ""i'll"", 'bite', 'style', 'just', 'motherfucking', 'fresher', 'make']",1
1432,i can't take the pressure i'm sick of bitches,"['bitches', ""i'm"", ""can't"", 'take', 'pressure', 'sick']",1
1433,sick of nagging bosses bitching while i'm washing dishes,"['dishes', 'bitching', 'bosses', 'washing', ""i'm"", 'nagging', 'sick']",1
1434,in school i never said much too busy having a head rush,[],0
1435,doing too much rush had my face flushed like red blush,[],0
1436,then i went to jim beam that's when my face grayed,[],0
1437,went to gym in eighth grade the women's swim team,[],0
1438,don't take me for a joke i'm no comedian,[],0
1439,too many mental problems got me snorting coke and smoking weed again,[],0
1440,i'm going up over the curb driving on the median,[],0
1441,finally made it home but i don't got the key to get in,[],0
1454,shit fuck everybody,"['fuck', 'shit', 'everybody']",1
1455,outsiderz pacewon young zee fuck the entire world,"['outsiderz', 'entire', 'zee', 'fuck', 'world', 'young', 'pacewon']",1
1456,du,[],0
1460,i'm a soldier,[],0
1461,i'm a soldier ladedahdah dahdah dahdah,[],0
1464,yo,[],0
1465,never was a thug just infatuated with guns,[],0
1466,never was a gangsta 'til i graduated to one,[],0
1467,and got the rep of a villain for weapon concealing,[],0
1468,took the image of a thug kept shit appealing,['shit'],1
1469,willing to stick out my neck for respect,[],0
1470,if it meant life or death never live to regret what i said,[],0
1471,when you're me people just wanna see if it's true,[],0
1472,if it's youwhat you say in your raps what you do,[],0
1473,so they feel it's part of your obligation to fulfill,[],0
1474,when they see you on the streets face to face are you for real,[],0
1475,in confrontation ain't no conversation if you feel,[],0
1476,you're in violation any hesitation'll get you killed,"['any', ""you're"", ""hesitation'll"", 'killed', 'violation']",1
1477,if you feel it kill it if you conceal it reveal it,"['conceal', 'kill', 'reveal', 'feel']",1
1478,being reasonable'll leave you full of bullets pull it,"['full', ""reasonable'll"", 'leave', 'pull', 'bullets']",1
1479,squeeze it 'til it's empty tempt me push me pussies,"['empty', 'pussies', 'tempt', 'squeeze', ""it's"", 'push', ""'til""]",1
1480,i need a good reason to give this trigger a good squeeze,"['need', 'give', 'squeeze', 'trigger', 'reason', 'good']",1
1482,these shoulders hold up so much,[],0
1483,they won't budge i'll never fall or fold up,[],0
1485,even if my collarbones crush or crumble,"['collarbones', 'crush', 'even', 'crumble']",1
1486,i will never slip or stumble,[],0
1492,i will never stumble,[],0
1493,i love pissing you off gets me off,"['gets', 'love', 'pissing']",1
1494,like my lawyers when the fucking judge lets me off,"['fucking', 'like', 'judge', 'lawyers', 'lets']",1
1495,all you motherfuckers gotta do is set me off,"['motherfuckers', 'set', 'all', 'gotta']",1
1496,i'll violate and all the motherfucking bets be off,"[""i'll"", 'violate', 'all', 'bets', 'motherfucking']",1
1497,i'm a lit fuse anything i do bitch it's news,"[""i'm"", ""it's"", 'fuse', 'bitch', 'anything', 'news', 'lit']",1
1498,pistolwhipping motherfucking bouncers 6'2,"['pistolwhipping', 'motherfucking', 'bouncers', ""6'2""]",1
1499,who needs bullets as soon as i pull it you sweat bullets,"['soon', 'needs', 'sweat', 'pull', 'bullets']",1
1500,an excellent method to get rid of the next bully,[],0
1501,it's actually better 'cause instead of you murdering,"['better', 'instead', 'murdering', ""it's"", ""'cause"", 'actually']",1
1502,you can hurt 'em and come back again and kick dirt at 'em,[],0
1503,it's like pouring salt in the wounds assault and get sued,[],0
1504,you can smell the lawsuits soon as i waltz in the room,[],0
1505,everybody halts and stops calls the cops,[],0
1506,all you see is bitches coming out their halter tops,"['bitches', 'halter', 'tops', 'coming', 'all', 'see']",1
1507,running and ducking out the hot rocks parking lot,[],0
1508,you'll all get shot whether it's your fault or not 'cause i'm a,"['whether', 'get', 'fault', ""i'm"", ""it's"", 'all', ""you'll"", ""'cause"", 'shot']",1
1521,i spit it slow so these kids know that i'm talking to 'em,[],0
1522,give it back to these damn critics and sock it to 'em,"['back', 'give', 'damn', 'sock', ""'em"", 'critics']",1
1523,i'm like a thug with a little bit of pac influence,"['like', 'influence', 'thug', ""i'm"", 'little', 'pac', 'bit']",1
1524,i spew it and look how i got you bitches rocking to it,"['look', 'rocking', 'bitches', 'spew', 'got']",1
1525,you motherfuckers could never do it like i could do it,"['like', 'motherfuckers', 'never']",1
1526,don't even try it you'll look stupid do not pursue it,"['stupid', 'pursue', 'look', 'even', ""don't"", ""you'll"", 'try']",1
1527,don't ever in your life try to knock the truest,[],0
1528,i spit the illest shit ever been dropped in twoinch,"['spit', 'ever', 'dropped', 'shit', 'twoinch', 'illest']",1
1529,so tickytock listen as the sound ticks on the clock,[],0
1530,listen to the sound of kim as she licks on a cock,"['kim', 'licks', 'sound', 'listen', 'cock']",1
1531,listen to the sound of me spilling my heart through this pen,[],0
1532,motherfuckers know that i'll never be marshall again,"['know', ""i'll"", 'again', 'never', 'marshall', 'motherfuckers']",1
1533,full of controversy until i retire my jersey,[],0
1534,'til the fire inside dies and expires at thirty,[],0
1535,and lord have mercy on any more of these rappers that verse me,[],0
1536,and put a curse on authorities in the face of adversity i'm a,[],0
1549,yo left yo left yo left right left,[],0
1553,life by marshall mathers,[],0
1554,what is life,[],0
1555,life is like a big obstacle in front of your optical to slow you down,[],0
1556,and every time you think you've gotten past it,[],0
1557,it's gonna come back around to tackle you to the damn ground if i had a million,[],0
1558,what are friends,[],0
1559,friends are people that you think are your friends,[],0
1560,but they really your enemies with secret identities,[],0
1561,in disguises to hide they true colors,[],0
1562,so just when you think you close enough to be brothers,[],0
1563,they wanna come back and cut your throat when you ain't looking,[],0
1564,what is money,[],0
1565,money is what makes a man act funny money is the root of all evil,[],0
1566,money'll make them same friends come back around,[],0
1567,swearing that they was always down,[],0
1568,what is life i'm tired of life,[],0
1569,i'm tired of backstabbin'ass snakes with friendly grins,"[""backstabbin'ass""]",1
1570,i'm tired of committing so many sins,[],0
1571,tired of always giving in when this bottle of henny wins,[],0
1572,tired of never having any ends,[],0
1573,tired of having skinny friends hooked on crack and mini thins,[],0
1574,i'm tired of this dj playing your shit when he spins,['shit'],1
1575,tired of not having a deal,[],0
1576,tired of having to deal with the bullshit without grabbing the steel,['bullshit'],1
1577,tired of drowning in my sorrow,[],0
1578,tired of having to borrow a dollar for gas to start my monte carlo,[],0
1579,i'm tired of motherfuckers spraying shit and darting off,"['motherfuckers', 'shit', 'spraying']",1
1580,i'm tired of jobs starting off at 550 an hour,[],0
1581,then this boss wonders why i'm smarting off,[],0
1582,tired of being fired every time i fart and cough,[],0
1583,tired of having to work as a gas station clerk,[],0
1584,for this jerk breathing down my neck driving me berserk,[],0
1585,i'm tired of using plastic silverware,[],0
1586,tired of working at builder's square tired of not being a millionaire,[],0
1587,but if i had a million dollars,[],0
1588,i'd buy a damn brewery and turn the planet into alcoholics,[],0
1589,if i had a million dollars,[],0
1591,if i had a magic wand,[],0
1592,i'd make the world suck my dick without a condom on while i'm on the john,['dick'],1
1593,i could set my troubles free,[],0
1595,if i had a million bucks,[],0
1596,it wouldn't be enough 'cause i'd still be out robbing armored trucks,[],0
1599,if i had one wish,[],0
1600,i would ask for a big enough ass for the whole world to kiss,['ass'],1
1601,i'm tired of being white trash broke and always poor,[],0
1602,tired of taking pop bottles back to the party store,[],0
1603,tired of not having a phone,[],0
1604,tired of not having a home to have one in if i did have one on,[],0
1605,tired of not driving a bm,[],0
1606,tired of not working at gm tired of wanting to be him,[],0
1607,tired of not sleeping without a tylenol pm,[],0
1608,tired of not performing in a packed coliseum,[],0
1609,tired of not being on tour,[],0
1610,tired of fucking the same blonde whore after work in the back of a contour,"['whore', 'fucking']",1
1611,i'm tired of faking knots with a stack of ones,[],0
1612,having a lack of funds and resorting back to guns,['guns'],1
1613,tired of being stared at,[],0
1614,tired of wearing the same damn nike air hat,[],0
1615,tired of stepping in clubs wearing the same pair of lugz,[],0
1616,tired of people saying they're tired of hearing me rap about drugs,['drugs'],1
1617,tired of other rappers who ain't bringing half the skill as me,[],0
1618,saying they wasn't feeling me on nobody's as ill as me,[],0
1619,and i'm tired of radio stations telling fibs,[],0
1620,tired of jlb sayin' where hiphop lives where hiphop lives,[],0
1622,i'd buy a damn brewery and turn the planet into alcoholics if i had a million dollars,[],0
1625,i would set my troubles free,[],0
1628,it wouldn't be enough 'cause i'd still be out robbing armored trucks if i had a million dollars,[],0
1631,you know what i'm sayin',[],0
1632,i'm tired of all of this bullshit,['bullshit'],1
1635,telling me to be positive how am i 'posed to be positive,[],0
1636,when i don't see shit positive you know what i'm sayin',['shit'],1
1637,i rap about shit around me shit i see,['shit'],1
1640,you know what i'm sayin' right now i'm tired of everything,[],0
1641,tired of all this playerhating that's going on in my own city you could share my wealth with me,[],0
1642,can't get no airplay you know what i'm sayin',[],0
1643,but hey it's cool though,[],0
1646,you know what i'm sayin' i'm just fed up,[],0
1647,that's my word,[],0
1654,through the test of time,[],0
1656,yo gee they can't stop me from rappin' can they,[],0
1657,can they hop,[],0
1658,through the fire to the limit to the wall,[],0
1659,for a chance to be with you i'd gladly risk it all,[],0
1660,through the fire through whatever come what may,[],0
1661,for a chance at loving you i'd take it all the way,[],0
1662,right down to the wire even through the fire,[],0
1663,i spit it through the wire man,[],0
1664,there's too much stuff on my heart right now man,[],0
1665,i'd gladly risk it all right now,[],0
1666,it's a lifeordeath situation man,[],0
1667,y'all y'all don't really understand how i feel right now man,[],0
1668,it's your boy kanye to the,[],0
1669,chitown what's going on,[],0
1670,uhhuh yeah yeah,[],0
1671,i drink a boost for breakfast an ensure for dessert,[],0
1672,somebody order pancakes i'll just sip the sizzurp,[],0
1673,that right there could drive a sane man berserk,[],0
1674,not to worry mr htotheizzo's back to wizzerk,[],0
1675,how do you console my mom or give her light support,[],0
1676,telling her her son's on life support,[],0
1677,and just imagine how my girl feel,[],0
1678,on the plane scared as hell that her guy look like emmett till,[],0
1679,she was with me before the deal she'd been tryna be mine,[],0
1680,she a delta so she,[],0
1681,been,[],0
1682,throwing that dynasty sign,[],0
1683,no use in me tryna be lyin' i've been tryna be signed,[],0
1684,trying to be a millionaire hai used two lifelines,[],0
1685,in the same hospital where biggie smalls died,[],0
1686,the doctor said i had blood clots but i ain't jamaican man,[],0
1687,story on mtv and i ain't tryna make da band,[],0
1688,i swear this right here history in the makin' man,[],0
1694,i really apologize to everyone right now,[],0
1695,if it's unclear at all man,[],0
1696,they got my mouth wired shut,[],0
1697,for like i dunno the doctor said like six weeks,[],0
1698,y'know he hadi had reconstructive surgery on my jaw,[],0
1699,i looked in the mirrorhalf my jaw was in the back of my mouth man,[],0
1701,i couldn't believe it,[],0
1702,but i'm still here for y'all right now man,[],0
1703,this what i got to say right here dawg,[],0
1704,yeah turn me up yeah uh,[],0
1705,what if somebody from the chi' that was ill got a deal,[],0
1706,on the hottest rap label around,[],0
1707,but he wasn't talking 'bout coke and birds,[],0
1708,it was more like spoken word 'cept he's really putting it down,[],0
1709,and he explained the story 'bout how blacks came from glory,[],0
1710,and what we need to do in the game,[],0
1711,good dude bad night right place wrong time,[],0
1712,in the blink of a eye his whole life changed,[],0
1713,if you could feel how my face felt,[],0
1714,you would know how mase felt mason betha,[],0
1715,thank,[],0
1717,i ain't too cool for the safe belt,[],0
1718,i swear to,[],0
1720,driver two wanna sue,[],0
1721,i got a lawyer for the case to keep what's in my safesafe,[],0
1722,my dawgs couldn't tell if i,[],0
1723,i looked like tom cruise in,[],0
1724,vanilla sky,[],0
1725,it was televised,[],0
1726,there's been an accident like geico,[],0
1727,they thought i was burnt up like pepsi did michael,[],0
1728,i must got a angel 'cause look how death missed his ass,['ass'],1
1729,unbreakable,[],0
1730,what you thought they call me mr glass,[],0
1731,look back on my life like the ghost of christmas past uhhuh,[],0
1732,toys r us where i used to spend that christmas cash,[],0
1733,and i still won't grow up i'm a grownass kid,['grownass'],1
1734,swear i should be locked up for stupid shit that i did,['shit'],1
1735,but i'm a champion so i turned tragedy to triumph uhhuh yeah,[],0
1736,make music that's fire spit my soul through the wire woo,[],0
1742,y'know what i'm sayin',[],0
1743,when the doctor told me i had to um,[],0
1744,i was gonna have to have a plate in my chin,[],0
1745,i said dawg don't you realize i'll never make it on a plane now,[],0
1746,it's bad enough i got all this jewelry on,[],0
1747,she can't be serious man,[],0
1748,to the limit,[],0
1749,through the fire through whatever,[],0
1750,through the fire to the limit,[],0
1752,through the fire,[],0
1753,yeah yeah yeah hey,[],0
1754,this one is for the boys with the booming system,[],0
1755,top down ac with the cooler system,[],0
1756,when he come up in the club he be blazing up,[],0
1757,got stacks on deck like he saving up,[],0
1758,and he ill he real he might gotta deal,[],0
1759,he pop bottles and he got the right kind of build,[],0
1760,he cold he dope he might sell coke,[],0
1761,he always in the air but he never fly coach,[],0
1762,he a mothafuckin trip trip sailor of the ship ship,['mothafuckin'],1
1763,when he make it drip drip kiss him on the lip lip,[],0
1764,that's the kinda dude i was looking for,[],0
1765,and yes you'll get slapped if you're lookin' ho,[],0
1766,i said excuse me you're a hell of a guy,[],0
1767,i mean my my my my you're like pelican fly,[],0
1768,i mean you're so shy and i'm loving your tie,[],0
1769,you're like slicker than the guy with the thing on his eye oh,[],0
1770,yes i did yes i did,[],0
1771,somebody please tell em who the f i is,[],0
1772,i am nicki minaj i mack them dudes up,[],0
1773,back coupes up and chuck the deuce up,[],0
1774,boy you got my heartbeat running away,[],0
1775,beating like a drum and it's coming your way,[],0
1776,can't you hear that,[],0
1777,boom badoom boom boom badoom boom bass,[],0
1778,he got that super bass,[],0
1780,yeah that's that super bass,[],0
1781,boom boom boom badoom bass bass,[],0
1782,boom boom boom bass yeah,[],0
1784,boom boom boom bass,[],0
1788,yeah that's that super bass yo yo,[],0
